Plano,Quantidade Propostas,Título Proposta,Descrição Proposta,Link,Votos,Autor
Não tem o titulo na página,1292 propostas encontradas,Uso de agentes autônomos na coordenação do enfrentamento de eventos climáticos extremos,"Esta proposta prevê a criação de um grupo de agentes autônomos que buscam ajudar na gestão do enfrentamento de eventos climáticos extremos. Normalmente os planos de enfrentamento são complexos e de difícil assimilação pela equipe quando há necessidade de implementação rápida. Existem muitos planos gerados que ficam nas gavetas e quando o caos se instala, poucos sabem dos procedimentos a serem adotados. É necessário criar uma ferramenta que ajude a colocar tudo isso em prática usando i.a.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19695,4,Murilo
Não tem o titulo na página,1292 propostas encontradas,"Encerrar exploração em garimpos, combater grilagem e frear produção do agronegócio.","É necessário investir nas instituições que já fazem o trabalho de fiscalização para combater os atores com ações que promovem violência, a destruição da fauna e flora, causando imensurável desequilíbrio em todos os ecossistemas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19788,"1
voto",Luzimar
Não tem o titulo na página,1292 propostas encontradas,Política públicas de desastres,"Tornar a política pública dos desastres uma política séria, com orçamento vinculado e duas vertentes: proteção de vulnerabilzados e redução de riscos. Tratei disso em minha tese de doutorado.
https://anafe.org.br/wp-content/uploads/2024/05/tese-final-diego-pereira-pdf.pdf",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18149,13,DIEGO
Não tem o titulo na página,1292 propostas encontradas,Restauração ecológica em larga escala,"Estamos na Década da Restauração de Ecossistemas declarada pela ONU. Uma chance única! A ciência já disse que os próximos dez anos são fundamentais na luta para evitar a mudança climática extrema e a perda de milhões de espécies. A proposta é pela previsão no Plano Clima da desburocratização de mecanismos de financiamento para a restauração ecológica, investimento em pesquisas e consolidação dos dados territoriais para ter restauração ecológica em larga escala na prática!",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18133,49,Thiago Metzker
Não tem o titulo na página,1292 propostas encontradas,Projeto Clima 25 anos,Diminuir ao máximo liberação de agrótóxicos e caçar as livenças libetadas no governo passado. A partir de agora o agro terá que comprovar a necessidade de qualquer uso de veneno e os orgʻãos de controle teŕão que fiscalizar o uso e voibir se necessário. Vamos morrer envenenados se isso não acontecer.,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20021,0,Sonia
Não tem o titulo na página,1292 propostas encontradas,Realização de Conferência da Amazônia,"Propomos a realização de Conferência da Amazônia sobre Mudança do Clima, construída conjuntamente com representações dos diversos segmentos (povos indígenas, quilombolas, ribeirinhos, agricultoras e agricultores familiares, extrativistas, pescadores e pescadoras artesanais, organizações e movimentos populares da Amazônia brasileira) com etapas em todos os nove estados, para debater as estratégias e planos setoriais do Plano Clima, com a possibilidade de revisão das estratégias.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19940,"1
voto",BRUNA
Não tem o titulo na página,1292 propostas encontradas,Energias renováveis sustentáveis,"Sabemos que energias renováveis só podem ser sustentáveis se forem adotadas boas práticas, ou seja, se no licenciamento ambiental, a avaliação do impacto negativo for bem realizada. Pois, também sabemos que, para a mudança do clima ser combatida, a biodiversidade do planeta precisa ser preservada. No entanto, temos observado o afrouxamento do licenciamento ambiental para projetos de parques eólicos e fotovoltaicos, com irreparáveis impactos negativos na biodiversidade, entre outros.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18227,3,Simone
Não tem o titulo na página,1292 propostas encontradas,Condições de vida e de trabalho como eixo central do tema Clima,"Articular todas as políticas públicas que favoreçam a uma vida digna para todos, nas relações sociais e na relação sociedade e natureza. Replanejar as cidades, local de trabalho perto do local de moradia, mobilidade privilegiando bike, caminhada e transporte coletivo. Coleta seletiva obrigatória. Economia sólidaria para geração de trabalho e renda. Pleno emprego. Direito a Cidade",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19196,"1
voto",Afonso
Não tem o titulo na página,1292 propostas encontradas,Premiação acadêmica,"Criar premiação acadêmica, em diferentes níveis (ensino técnico, graduação, mestrado, doutorado, docência), para apresentação de soluções para combate a desastres e emergências referentes a incêndios, secas e inundações.
Estes temas devem estar presentes nas discussões das mais diferentes formações acadêmicas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20185,0,OSVALDO
Não tem o titulo na página,1292 propostas encontradas,O movimento plástico transforma,"Chegou para mostrar o potencial de transformação do plástico, a matéria principal plástico vira das comunidades cariocas e evitará o acúmulo de lixo nas ruas, e vira rendas para os catadores e garimpeiros O plástico será usado para a fabricação de sacolas de lixo e bolsa de mercado sacolas ecológica.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20228,7,MARLON
Não tem o titulo na página,1292 propostas encontradas,Saneamento básico para tod@s,"Saneamento básico para ontem!
Precisamos de saneamento básico efetivo, para tod@s, que efetivamente seja implantado e saia do papel. Qualidade de vida é sinônimo de saneamento básico! Água, esgoto, estações tratamento de tratamento de água esgoto, tanto em cidades do interior, quanto litoral.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/17977,28,CECILIA
Não tem o titulo na página,1292 propostas encontradas,Fortalecimento das brigadas voluntárias de incêndio,"Os incêndios nas áreas de vegetação nativa, especialmente nos biomas cerrado e pantanal, estão cada vez mais frequentes, por isso, as brigadas voluntárias de incêndio formadas pelas comunidades locais precisam receber apoio financeiro e logístico do governo. O plano clima deverá disponibilizar recursos para capacitar os brigadistas, preparando-os para trabalhar com a prevenção e o combate ao fogo, e para fornecer os equipamentos necessários para a atividade.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19539,23,VANESSA
Não tem o titulo na página,1292 propostas encontradas,Prevenção aos Eventos Climáticos,"Em princípio entendo que precisamos, antecipar os processos preventivos aos eventos climáticos.
Com maior números de brigadas e permanentes, e processos preventivos de asseiros em regiões de riscos.
E de política pública de informação e formação, permanente e continua de esclarecimentos sobre o problema climáticos em todos os Orgãos dos Municípios e Estados do Brasil; Escolas, Associações, etc.
Adquirir Tecnologia usada nos EUA e Europa, como Sensores termostatos de calor nas Reservas etc!",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20008,"1
voto",Erli
Não tem o titulo na página,1292 propostas encontradas,Lockdown sustentável.,"Com a densa camada de fumaça que tem coberto nosso país nos últimos dias, decidi investigar os impactos positivos que um dia de paralisação nas indústrias e nos transportes poderia trazer ao planeta, algo que chamei de ""lockdown sustentável"". Os resultados indicaram que, em apenas um dia de interrupção dessas atividades, poderíamos alcançar uma redução mensal de até 30% nas emissões de CO2 a nível global.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20153,5,ANDRE
Não tem o titulo na página,1292 propostas encontradas,Assistência Técnica para garantir justiça climática na transição do sistema agroalimentar,"Destinação de recursos para garantir a oferta de um serviço de qualidade e gratuito de assistência para a agricultura familiar, que considere: a promoção da segurança alimentar, aliada a regeneração e conservação da biodiversidade e redução das emissões de carbono; a diversidade e complexidade das demandas por orientação técnica dos agricultores; a conexão com a pesquisa e o desenvolvimento tecnológico; a participação social; o monitoramento e avaliação.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19194,11,JAQUELINE
Não tem o titulo na página,1292 propostas encontradas,Incentivo financeiro do governo federal aos municípios que contratam cooperativas e associações de catadores(as),"Que o governo federal reembolse os municípios, que contratem as cooperativas e associações de catadores(as), principalmente que tenham no seu quadro social na sua maioria mulheres em situação de vulnerabilidade ,periféricas e minorias, como prestadoras de serviços de coleta, classificação e destinação dos resíduos para a reciclagem, contribuindo para estruturar a economia circular e solidária, dentro do princípio protetor recebedor.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19239,44,Márcia
Não tem o titulo na página,1292 propostas encontradas,Educação para o Turismo Sustentável no Pantanal,"Desenvolver programas educativos para turistas, como centros de visitantes, tours guiados e materiais informativos, que ensinem sobre a importância da conservação do Pantanal e incentivem comportamentos responsáveis.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19585,8,Gisa
